,Accuracy,Precision,Recall,F1,ROC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC,Training_time,Optimize_time,Total_time
Data_Class_decision_tree,0.8783333333333333,0.8203804514199251,0.8371428571428572,0.8217292315942442,0.8680357142857141,0.6262766945218199,0.19171597633136095,0.5704225352112676,0.2869796279893711,0.6025909467500188,0.18783926963806152,3.22244930267334,3.4102885723114014
Feature_Envy_decision_tree,0.779047619047619,0.6490989084530879,0.777857142857143,0.6989709953566523,0.77875,0.8250614250614251,0.10326086956521739,0.59375,0.17592592592592593,0.7131611491628616,0.1920168399810791,2.1817452907562256,2.3737621307373047
God_Class_decision_tree,0.9604761904761904,0.9475649644473174,0.9364285714285715,0.9400405412245234,0.9544642857142857,0.9033930254476908,0.6521739130434783,0.2575107296137339,0.3692307692307692,0.6202852748121607,0.19985127449035645,3.2107887268066406,3.410640001296997
Long_Method_decision_tree,0.9878571428571429,0.9927609351432881,0.9714285714285714,0.9811113621022409,0.9837499999999999,0.8966346153846154,0.9696969696969697,0.13008130081300814,0.22939068100358426,0.5647680222712805,0.18684005737304688,2.390652894973755,2.5774929523468018
Data_Class_random_forest,0.9073809523809524,0.855403089471588,0.8814285714285717,0.8638619858189894,0.9008928571428573,0.7780872794800371,0.29958677685950413,0.5105633802816901,0.3776041666666667,0.6646399789108985,2.476698875427246,6.596078872680664,9.07277774810791
Feature_Envy_random_forest,0.7949999999999998,0.666462913391181,0.8042857142857143,0.7225973117736701,0.7973214285714286,0.8574938574938575,0.11301369863013698,0.515625,0.18539325842696627,0.6921098110096396,2.2757790088653564,7.7483696937561035,10.02414870262146
God_Class_random_forest,0.9707142857142856,0.9462641133376428,0.9707142857142859,0.9571136549768363,0.9707142857142855,0.9033930254476908,0.6076923076923076,0.33905579399141633,0.43526170798898073,0.6560286910666452,5.703120231628418,8.12860918045044,13.831729412078857
Long_Method_random_forest,0.9992857142857141,0.9986666666666667,0.9992857142857143,0.9989399744572158,0.9992857142857143,0.8980769230769231,1.0,0.13821138211382114,0.24285714285714285,0.5691056910569106,2.609144449234009,7.09328031539917,9.702424764633179
