,Accuracy,Precision,Recall,F1,ROC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC,Training_time,Optimize_time,Total_time
Data_Class_decision_tree,0.882857142857143,0.8545874228540637,0.792857142857143,0.8159544941257402,0.8603571428571429,0.712627669452182,0.24270353302611367,0.5563380281690141,0.3379679144385026,0.6463508322663252,0.17745375633239746,0.3286924362182617,0.5061461925506592
Feature_Envy_decision_tree,0.7649999999999999,0.6663081938271567,0.6192857142857142,0.6345324701108856,0.7285714285714284,0.8511056511056511,0.10819672131147541,0.515625,0.17886178861788618,0.6888119926433283,0.1890549659729004,0.3345179557800293,0.5235729217529297
God_Class_decision_tree,0.9614285714285714,0.9403765621633269,0.9485714285714286,0.9425271471987826,0.9582142857142858,0.8996229971724788,0.5641025641025641,0.3776824034334764,0.45244215938303345,0.6708422604779876,0.19938158988952637,0.3278830051422119,0.5272645950317383
Long_Method_decision_tree,0.9911904761904762,0.9933333333333334,0.9807142857142856,0.986437764023971,0.9885714285714284,0.8966346153846154,0.9696969696969697,0.13008130081300814,0.22939068100358426,0.5647680222712805,0.18126630783081055,0.35897302627563477,0.5402393341064453
Data_Class_random_forest,0.9078571428571429,0.8679523638126578,0.8621428571428572,0.8608058558231861,0.8964285714285716,0.7818012999071495,0.2995689655172414,0.4894366197183099,0.3716577540106952,0.6578199141372298,3.0029401779174805,5.124320983886719,8.1272611618042
Feature_Envy_random_forest,0.7976190476190476,0.6867789660665384,0.7564285714285716,0.7127741666298444,0.7873214285714286,0.8579852579852579,0.11604095563139932,0.53125,0.1904761904761905,0.6999223110096398,6.395061016082764,5.257600784301758,11.652661800384521
God_Class_random_forest,0.9690476190476192,0.9424731828628887,0.9700000000000002,0.9547393108745168,0.9692857142857143,0.9033930254476908,0.6076923076923076,0.33905579399141633,0.43526170798898073,0.6560286910666452,6.432235240936279,5.427334308624268,11.859569549560547
Long_Method_random_forest,0.9847619047619048,0.9711180241327301,0.9864285714285715,0.9776372835914549,0.9851785714285713,0.8971153846153846,1.0,0.13008130081300814,0.2302158273381295,0.5650406504065041,5.800041675567627,4.754525899887085,10.554567575454712
