,Accuracy,Precision,Recall,F1,ROC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC,Training_time,Optimize_time,Total_time
Data_Class_decision_tree,0.8833333333333333,0.8329077615710743,0.8264285714285714,0.8248076531174725,0.869107142857143,0.7739090064995358,0.29327902240325865,0.5070422535211268,0.3716129032258064,0.6607403780974618,0.19776225090026855,3.190589666366577,3.3883519172668457
Feature_Envy_decision_tree,0.7726190476190478,0.6613371828549846,0.6900000000000002,0.6671517682414924,0.7519642857142859,0.8186732186732186,0.1038961038961039,0.625,0.17817371937639198,0.7249809741248099,0.20587491989135742,2.9864747524261475,3.192349672317505
God_Class_decision_tree,0.9633333333333333,0.954964590964591,0.9385714285714287,0.9443897063983273,0.9571428571428572,0.9048067860508954,0.6448598130841121,0.296137339055794,0.40588235294117647,0.6380104376591833,0.19711804389953613,3.131669521331787,3.3287875652313232
Long_Method_decision_tree,0.9923809523809524,1.0,0.9771428571428572,0.9880626780626781,0.9885714285714287,0.8966346153846154,0.9696969696969697,0.13008130081300814,0.22939068100358426,0.5647680222712805,0.18648862838745117,3.0823416709899902,3.2688302993774414
Data_Class_random_forest,0.9161904761904762,0.8752895897532121,0.8814285714285717,0.8750834725495739,0.9075,0.7841225626740947,0.3141683778234086,0.5387323943661971,0.3968871595330739,0.680061384348874,3.913651466369629,47.16493272781372,51.07858419418335
Feature_Envy_random_forest,0.7861904761904762,0.6612112009133985,0.7642857142857145,0.7044476530720675,0.7807142857142858,0.8388206388206388,0.11176470588235295,0.59375,0.18811881188118812,0.7202641425672247,5.095546007156372,46.73374938964844,51.82929539680481
God_Class_random_forest,0.9652380952380953,0.9407773647920707,0.9607142857142859,0.9486372274534679,0.9641071428571428,0.9033930254476908,0.609375,0.33476394849785407,0.43213296398891965,0.6541474586321986,3.311495780944824,45.916001319885254,49.22749710083008
Long_Method_random_forest,0.9921428571428572,0.9921666666666666,0.9850000000000001,0.9880128892818548,0.9903571428571428,0.8971153846153846,0.9705882352941176,0.13414634146341464,0.23571428571428574,0.5668005425964838,5.3007824420928955,42.17226219177246,47.473044633865356
