,Accuracy,Precision,Recall,F1,ROC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC,Training_time,Optimize_time,Total_time
Data_Class_decision_tree,0.8840476190476191,0.8233949135230094,0.8471428571428574,0.8277339770503477,0.8748214285714284,0.7544103992571959,0.26120857699805067,0.47183098591549294,0.33626097867001253,0.6345785945620246,0.20421457290649414,2.770606756210327,2.9748213291168213
Feature_Envy_decision_tree,0.7707142857142857,0.6681660410023414,0.6464285714285714,0.6478496878162683,0.7396428571428574,0.8117936117936118,0.09620253164556962,0.59375,0.1655773420479303,0.7063118340943684,0.1950969696044922,4.0016028881073,4.196699857711792
God_Class_decision_tree,0.9621428571428574,0.9491042217586336,0.9407142857142858,0.9423921117073507,0.9567857142857145,0.9033930254476908,0.6521739130434783,0.2575107296137339,0.3692307692307692,0.6202852748121607,0.20634675025939941,3.674140214920044,3.8804869651794434
Long_Method_decision_tree,0.9880952380952382,0.9919373143196673,0.9735714285714288,0.9815331569740358,0.9844642857142857,0.8966346153846154,0.9696969696969697,0.13008130081300814,0.22939068100358426,0.5647680222712805,0.18412089347839355,2.534027576446533,2.7181484699249268
Data_Class_random_forest,0.9121428571428573,0.8537815778562683,0.8992857142857145,0.871955619960387,0.9089285714285714,0.7715877437325905,0.3007662835249042,0.5528169014084507,0.38957816377171217,0.6788148678165248,2.481351375579834,6.5903754234313965,9.07172679901123
Feature_Envy_random_forest,0.7980952380952381,0.6685775678644506,0.8078571428571429,0.7274253845626123,0.8005357142857141,0.8520884520884521,0.1189710610932476,0.578125,0.19733333333333333,0.719554635971588,6.016633033752441,6.219359874725342,12.235992908477783
God_Class_random_forest,0.9688095238095238,0.9412539592760182,0.9707142857142859,0.9543140057487112,0.9692857142857142,0.9033930254476908,0.6076923076923076,0.33905579399141633,0.43526170798898073,0.6560286910666452,5.817336559295654,9.401151418685913,15.218487977981567
Long_Method_random_forest,0.9864285714285715,0.9811757703081233,0.9800000000000001,0.9797490138502374,0.9848214285714285,0.8966346153846154,1.0,0.12601626016260162,0.22382671480144403,0.5630081300813008,5.462273597717285,9.346254110336304,14.808527708053589
