,Accuracy,Precision,Recall,F1,ROC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC,Training_time,Optimize_time,Total_time
Data_Class_decision_tree,0.8992857142857144,0.8544626832146182,0.8514285714285716,0.8493215811533665,0.8873214285714285,0.7818012999071495,0.2905405405405405,0.45422535211267606,0.3543956043956044,0.6428880771258567,0.20952415466308594,3.247783660888672,3.457307815551758
Feature_Envy_decision_tree,0.788809523809524,0.6676854131103189,0.7607142857142857,0.7052224354545271,0.7817857142857143,0.8422604422604423,0.10703363914373089,0.546875,0.17902813299232737,0.6993634259259259,0.20094966888427734,2.226043224334717,2.426992893218994
God_Class_decision_tree,0.9630952380952382,0.9496780596854127,0.9421428571428572,0.9442401159792708,0.9578571428571427,0.9033930254476908,0.6521739130434783,0.2575107296137339,0.3692307692307692,0.6202852748121607,0.2058579921722412,3.2919442653656006,3.497802257537842
Long_Method_decision_tree,0.99,0.9947752639517345,0.9757142857142859,0.9845886096929479,0.9864285714285714,0.8966346153846154,0.9696969696969697,0.13008130081300814,0.22939068100358426,0.5647680222712805,0.19525504112243652,2.493438959121704,2.6886940002441406
Data_Class_random_forest,0.9107142857142858,0.8614659081888186,0.8828571428571429,0.8680082990178751,0.90375,0.787372330547818,0.30666666666666664,0.4859154929577465,0.3760217983651226,0.659535286585825,2.3641180992126465,7.058736801147461,9.422854900360107
Feature_Envy_random_forest,0.798809523809524,0.6700628306210921,0.8221428571428574,0.7326267897611222,0.8046428571428571,0.8525798525798526,0.11935483870967742,0.578125,0.1978609625668449,0.7198083143074582,3.2105374336242676,6.4339985847473145,9.644536018371582
God_Class_random_forest,0.9652380952380952,0.9384638188608778,0.9628571428571431,0.9488818990303974,0.9646428571428571,0.9043355325164939,0.6209677419354839,0.33047210300429186,0.43137254901960786,0.6527956068224212,3.656909942626953,7.685816287994385,11.342726230621338
Long_Method_random_forest,0.9997619047619049,1.0,0.9992857142857143,0.9996296296296296,0.9996428571428573,0.8975961538461539,1.0,0.13414634146341464,0.23655913978494622,0.5670731707317074,2.2690157890319824,8.340603113174438,10.609618902206421
