,Accuracy,Precision,Recall,F1,ROC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC,Training_time,Optimize_time,Total_time
Data_Class_decision_tree,0.8864285714285713,0.8336585992267108,0.8357142857142859,0.8295087457628622,0.87375,0.6787372330547818,0.21745152354570638,0.5528169014084507,0.3121272365805169,0.6253389319876479,0.1968364715576172,3.4609341621398926,3.6577706336975098
Feature_Envy_decision_tree,0.7645238095238095,0.6585898088839265,0.6264285714285713,0.6352443302198391,0.7299999999999999,0.8604422604422605,0.11267605633802817,0.5,0.18390804597701152,0.6860730593607307,0.19802379608154297,3.2365434169769287,3.4345672130584717
God_Class_decision_tree,0.9614285714285716,0.9530005386770093,0.9342857142857145,0.9410689094697995,0.9546428571428571,0.9062205466540999,0.6666666666666666,0.2918454935622318,0.40597014925373137,0.6369232761617406,0.20280981063842773,3.250319480895996,3.453129291534424
Long_Method_decision_tree,0.9888095238095238,0.988937675070028,0.9785714285714286,0.9827938147709002,0.9862499999999998,0.8966346153846154,0.9696969696969697,0.13008130081300814,0.22939068100358426,0.5647680222712805,0.19826006889343262,3.0592398643493652,3.257499933242798
Data_Class_random_forest,0.9016666666666668,0.8543063284754462,0.8585714285714288,0.8519029988767087,0.890892857142857,0.7887650882079852,0.30786516853932583,0.4823943661971831,0.37585733882030176,0.658844241922121,3.9403491020202637,49.87748169898987,53.81783080101013
Feature_Envy_random_forest,0.797142857142857,0.6728369727377064,0.7878571428571428,0.7213888589014172,0.7948214285714285,0.8255528255528255,0.10569105691056911,0.609375,0.18013856812933027,0.7209736491628614,4.4680163860321045,49.27036762237549,53.73838400840759
God_Class_random_forest,0.965952380952381,0.9390242404654171,0.9635714285714287,0.9498616644098291,0.9653571428571429,0.9043355325164939,0.6229508196721312,0.3261802575107296,0.428169014084507,0.6509143743879746,4.873715877532959,47.95207071304321,52.82578659057617
Long_Method_random_forest,0.9995238095238095,1.0,0.9985714285714287,0.9992592592592593,0.9992857142857143,0.8971153846153846,1.0,0.13008130081300814,0.2302158273381295,0.5650406504065041,4.223766803741455,43.65103101730347,47.87479782104492
