,Accuracy,Precision,Recall,F1,ROC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC,Training_time,Optimize_time,Total_time
Data_Class_decision_tree,0.8873809523809524,0.8546009258199662,0.8071428571428573,0.8245596564274215,0.8673214285714285,0.7520891364902507,0.2702205882352941,0.5176056338028169,0.3550724637681159,0.6526530842810876,0.1936054229736328,0,0.1936054229736328
Feature_Envy_decision_tree,0.7695238095238095,0.6644994900180659,0.6378571428571429,0.6435279705947283,0.736607142857143,0.8275184275184275,0.09577464788732394,0.53125,0.162291169451074,0.6841942541856926,0.1961684226989746,0,0.1961684226989746
God_Class_decision_tree,0.9604761904761904,0.9403477249874309,0.9450000000000002,0.9409156262577286,0.9566071428571429,0.9010367577756834,0.5864661654135338,0.33476394849785407,0.4262295081967213,0.6528240070705258,0.25064969062805176,0,0.25064969062805176
Long_Method_decision_tree,0.9926190476190476,0.9913690476190475,0.9871428571428571,0.9887855865717935,0.99125,0.8966346153846154,0.9696969696969697,0.13008130081300814,0.22939068100358426,0.5647680222712805,0.1818702220916748,0,0.1818702220916748
Data_Class_random_forest,0.9266666666666669,0.8957089873490802,0.8907142857142858,0.8891540749000391,0.9176785714285713,0.7836583101207056,0.30962343096234307,0.5211267605633803,0.38845144356955374,0.672328086164043,2.3671715259552,0,2.3671715259552
Feature_Envy_random_forest,0.7809523809523808,0.6741075604392168,0.687857142857143,0.6746557762481598,0.7576785714285715,0.8653562653562653,0.1223021582733813,0.53125,0.19883040935672514,0.7037274860476915,2.3731465339660645,0,2.3731465339660645
God_Class_random_forest,0.9683333333333333,0.9468053490627022,0.9621428571428572,0.9531468974481213,0.9667857142857141,0.9057492931196984,0.6410256410256411,0.3218884120171674,0.4285714285714286,0.6498272128905319,2.25054669380188,0,2.25054669380188
Long_Method_random_forest,0.9992857142857143,1.0,0.9978571428571428,0.9988888888888888,0.9989285714285714,0.8980769230769231,1.0,0.13821138211382114,0.24285714285714285,0.5691056910569106,2.2056100368499756,0,2.2056100368499756
