,Accuracy,Precision,Recall,F1,ROC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC,Training_time,Optimize_time,Total_time
Data_Class_decision_tree,0.8869047619047619,0.8398934502460045,0.8292857142857144,0.8301460782856865,0.8725,0.7701949860724234,0.28772635814889336,0.5035211267605634,0.36619718309859156,0.6571081569631694,0.22258615493774414,2.2945587635040283,2.5171449184417725
Feature_Envy_decision_tree,0.7828571428571429,0.6672233833847611,0.7450000000000001,0.6930562810770717,0.7733928571428572,0.8707616707616708,0.10980392156862745,0.4375,0.17554858934169276,0.6611650177574835,0.19122910499572754,3.618084192276001,3.8093132972717285
God_Class_decision_tree,0.9621428571428572,0.9480254884004884,0.9414285714285717,0.9429791749119337,0.9569642857142857,0.9033930254476908,0.6521739130434783,0.2575107296137339,0.3692307692307692,0.6202852748121607,0.21199727058410645,2.7280972003936768,2.940094470977783
Long_Method_decision_tree,0.9885714285714287,0.9906923076923078,0.9757142857142856,0.9823244916003537,0.9853571428571429,0.8966346153846154,0.9696969696969697,0.13008130081300814,0.22939068100358426,0.5647680222712805,0.20774126052856445,2.555352210998535,2.7630934715270996
Data_Class_random_forest,0.9123809523809525,0.8650879199060314,0.8850000000000001,0.870847283568613,0.9055357142857141,0.7980501392757661,0.3215130023640662,0.4788732394366197,0.38472418670438474,0.6626986518038714,2.2800354957580566,7.245296001434326,9.525331497192383
Feature_Envy_random_forest,0.7954761904761906,0.661480639908692,0.8221428571428572,0.7276623133287176,0.8021428571428573,0.8604422604422605,0.1206896551724138,0.546875,0.1977401129943503,0.7087495243531202,2.438776969909668,6.892775058746338,9.331552028656006
God_Class_random_forest,0.9671428571428574,0.9409081106801697,0.9657142857142859,0.9515356686962361,0.9667857142857145,0.9033930254476908,0.6076923076923076,0.33905579399141633,0.43526170798898073,0.6560286910666452,5.835323333740234,8.972545623779297,14.807868957519531
Long_Method_random_forest,0.985952380952381,0.9820114917761977,0.9785714285714286,0.979121747403505,0.984107142857143,0.8961538461538462,1.0,0.12195121951219512,0.21739130434782605,0.5609756097560976,5.48888373374939,9.654994010925293,15.143877744674683
