,Accuracy,Precision,Recall,F1,ROC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC,Training_time,Optimize_time,Total_time
Data_Class_decision_tree,0.8888095238095238,0.8572650560224091,0.8085714285714286,0.8273320116543265,0.86875,0.7544103992571959,0.27440147329650094,0.5246478873239436,0.3603385731559855,0.6569763500790842,0.19805002212524414,0,0.19805002212524414
Feature_Envy_decision_tree,0.7695238095238096,0.6681460258437815,0.6292857142857142,0.6416448896961918,0.7344642857142857,0.828992628992629,0.09659090909090909,0.53125,0.16346153846153846,0.6849552891933028,0.18811726570129395,0,0.18811726570129395
God_Class_decision_tree,0.9640476190476192,0.9467425322355665,0.9500000000000002,0.9465301053908395,0.9605357142857143,0.8991517436380773,0.5683453237410072,0.33905579399141633,0.424731182795699,0.653646478255634,0.19756102561950684,0,0.19756102561950684
Long_Method_decision_tree,0.9930952380952383,0.9925714285714287,0.9871428571428571,0.9895420543696407,0.9916071428571429,0.8966346153846154,0.9696969696969697,0.13008130081300814,0.22939068100358426,0.5647680222712805,0.1875598430633545,0,0.1875598430633545
Data_Class_random_forest,0.927857142857143,0.8940021010980763,0.8942857142857144,0.8915051889526864,0.9194642857142858,0.8008356545961003,0.3363431151241535,0.5246478873239436,0.40990371389270974,0.6837143179935227,2.4480574131011963,0,2.4480574131011963
Feature_Envy_random_forest,0.7819047619047619,0.6735818876256183,0.6942857142857143,0.6770395130897806,0.7599999999999999,0.8614250614250615,0.11888111888111888,0.53125,0.19428571428571428,0.7016980593607306,2.3138415813446045,0,2.3138415813446045
God_Class_random_forest,0.9683333333333333,0.948258187890541,0.9600000000000002,0.9527698831469688,0.96625,0.9048067860508954,0.6302521008403361,0.3218884120171674,0.42613636363636365,0.6492978322658627,2.327178478240967,0,2.327178478240967
Long_Method_random_forest,0.999047619047619,0.9993333333333334,0.9978571428571429,0.9985440613026819,0.99875,0.8980769230769231,1.0,0.13821138211382114,0.24285714285714285,0.5691056910569106,2.2943193912506104,0,2.2943193912506104
